Image 0: Predicted - Ancistrus, Actual - Ancistrus
Image 1386: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1387: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1388: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1389: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1390: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1391: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1392: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1393: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1394: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1395: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1396: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1397: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1398: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1399: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1400: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1401: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1402: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1403: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1404: Predicted - Moenkhausia, Actual - Gasteropelecus
Image 1405: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1406: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1407: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1408: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1409: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1410: Predicted - Moenkhausia, Actual - Gasteropelecus
Image 1411: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1412: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1413: Predicted - Gasteropelecus, Actual - Gasteropelecus
Image 1414: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1415: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1416: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1417: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1418: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1419: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1420: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1421: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1422: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1423: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1424: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1425: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1426: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1427: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1428: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1429: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1430: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1431: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1432: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1433: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1434: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1435: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1436: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1437: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1438: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1439: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1440: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1441: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1442: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1443: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1444: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1445: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1446: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1447: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1448: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1449: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1450: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1451: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1452: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1453: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1454: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1455: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1456: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1457: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1458: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1459: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1460: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1461: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1462: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1463: Predicted - Gilt Head Bream, Actual - Gilt Head Bream
Image 1464: Predicted - Grass Carp, Actual - Grass Carp
Image 1465: Predicted - Grass Carp, Actual - Grass Carp
Image 1466: Predicted - Grass Carp, Actual - Grass Carp
Image 1467: Predicted - Grass Carp, Actual - Grass Carp
Image 1468: Predicted - Grass Carp, Actual - Grass Carp
Image 1469: Predicted - Grass Carp, Actual - Grass Carp
Image 1470: Predicted - Grass Carp, Actual - Grass Carp
Image 1471: Predicted - Grass Carp, Actual - Grass Carp
Image 1472: Predicted - Grass Carp, Actual - Grass Carp
Image 1473: Predicted - Grass Carp, Actual - Grass Carp
Image 1474: Predicted - Grass Carp, Actual - Grass Carp
Image 1475: Predicted - Gymnotus, Actual - Gymnotus
Image 1476: Predicted - Gymnotus, Actual - Gymnotus
Image 1477: Predicted - Gymnotus, Actual - Gymnotus
Image 1478: Predicted - Gymnotus, Actual - Gymnotus
Image 1479: Predicted - Gymnotus, Actual - Gymnotus
Image 1480: Predicted - Gymnotus, Actual - Gymnotus
Image 1481: Predicted - Gymnotus, Actual - Gymnotus
Image 1482: Predicted - Gymnotus, Actual - Gymnotus
Image 1483: Predicted - Gymnotus, Actual - Gymnotus
Image 1484: Predicted - Gymnotus, Actual - Gymnotus
Image 1485: Predicted - Gymnotus, Actual - Gymnotus
Image 1486: Predicted - Gymnotus, Actual - Gymnotus
Image 1487: Predicted - Gymnotus, Actual - Gymnotus
Image 1488: Predicted - Gymnotus, Actual - Gymnotus
Image 1489: Predicted - Gymnotus, Actual - Gymnotus
Image 1490: Predicted - Gymnotus, Actual - Gymnotus
Image 1491: Predicted - Gymnotus, Actual - Gymnotus
Image 1492: Predicted - Gymnotus, Actual - Gymnotus
Image 1493: Predicted - Gymnotus, Actual - Gymnotus
Image 1494: Predicted - Gymnotus, Actual - Gymnotus
Image 1495: Predicted - Gymnotus, Actual - Gymnotus
Image 1496: Predicted - Gymnotus, Actual - Gymnotus
Image 1497: Predicted - Gymnotus, Actual - Gymnotus
Image 1498: Predicted - Gymnotus, Actual - Gymnotus
Image 1499: Predicted - Gymnotus, Actual - Gymnotus
Image 1500: Predicted - Gymnotus, Actual - Gymnotus
Image 1501: Predicted - Gymnotus, Actual - Gymnotus
Image 1502: Predicted - Gymnotus, Actual - Gymnotus
Image 1503: Predicted - Gymnotus, Actual - Gymnotus
Image 1504: Predicted - Gymnotus, Actual - Gymnotus
Image 1505: Predicted - Gymnotus, Actual - Gymnotus
Image 1506: Predicted - Gymnotus, Actual - Gymnotus
Image 1507: Predicted - Gymnotus, Actual - Gymnotus
Image 1508: Predicted - Gymnotus, Actual - Gymnotus
Image 1509: Predicted - Gymnotus, Actual - Gymnotus
Image 1510: Predicted - Gymnotus, Actual - Gymnotus
Image 1511: Predicted - Gymnotus, Actual - Gymnotus
Image 1512: Predicted - Gymnotus, Actual - Gymnotus
Image 1513: Predicted - Ancistrus, Actual - Gymnotus
Image 1514: Predicted - Gymnotus, Actual - Gymnotus
Image 1515: Predicted - Gymnotus, Actual - Gymnotus
Image 1516: Predicted - Pimelodella, Actual - Gymnotus
Image 1517: Predicted - Gymnotus, Actual - Gymnotus
Image 1518: Predicted - Gymnotus, Actual - Gymnotus
Image 1519: Predicted - Gymnotus, Actual - Gymnotus
Image 1520: Predicted - Gymnotus, Actual - Gymnotus
Image 1521: Predicted - Gymnotus, Actual - Gymnotus
Image 1522: Predicted - Gymnotus, Actual - Gymnotus
Image 1523: Predicted - Gymnotus, Actual - Gymnotus
Image 1524: Predicted - Characidium, Actual - Hemigrammus
Image 1525: Predicted - Knodus, Actual - Hemigrammus
Image 1526: Predicted - Hyphessobrycon, Actual - Hemigrammus
Image 1527: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1528: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1529: Predicted - Hyphessobrycon, Actual - Hemigrammus
Image 1530: Predicted - Hyphessobrycon, Actual - Hemigrammus
Image 1531: Predicted - Hyphessobrycon, Actual - Hemigrammus
Image 1532: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1533: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1534: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1535: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1536: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1537: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1538: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1539: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1540: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1541: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1542: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1543: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1544: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1545: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1546: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1547: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1548: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1549: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1550: Predicted - Charax, Actual - Hemigrammus
Image 1551: Predicted - Charax, Actual - Hemigrammus
Image 1552: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1553: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1554: Predicted - Charax, Actual - Hemigrammus
Image 1555: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1556: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1557: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1558: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1559: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1560: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1561: Predicted - Hyphessobrycon, Actual - Hemigrammus
Image 1562: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1563: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1564: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1565: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1566: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1567: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1568: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1569: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1570: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1571: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1572: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1573: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1574: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1575: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1576: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1577: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1578: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1579: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1580: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1581: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1582: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1583: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1584: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1585: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1586: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1587: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1588: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1589: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1590: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1591: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1592: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1593: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1594: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1595: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1596: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1597: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1598: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1599: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1600: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1601: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1602: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1603: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1604: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1605: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1606: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1607: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1608: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1609: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1610: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1611: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1612: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1613: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1614: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1615: Predicted - Copella, Actual - Hemigrammus
Image 1616: Predicted - Copella, Actual - Hemigrammus
Image 1617: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1618: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1619: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1620: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1621: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1622: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1623: Predicted - Copella, Actual - Hemigrammus
Image 1624: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1625: Predicted - Copella, Actual - Hemigrammus
Image 1626: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1627: Predicted - Copella, Actual - Hemigrammus
Image 1628: Predicted - Copella, Actual - Hemigrammus
Image 1629: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1630: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1631: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1632: Predicted - Charax, Actual - Hemigrammus
Image 1633: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1634: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1635: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1636: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1637: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1638: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1639: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1640: Predicted - Astyanax, Actual - Hemigrammus
Image 1641: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1642: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1643: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1644: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1645: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1646: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1647: Predicted - Moenkhausia, Actual - Hemigrammus
Image 1648: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1649: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1650: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1651: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1652: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1653: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1654: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1655: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1656: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1657: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1658: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1659: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1660: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1661: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1662: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1663: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1664: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1665: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1666: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1667: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1668: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1669: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1670: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1671: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1672: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1673: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1674: Predicted - Hemigrammus, Actual - Hemigrammus
Image 1675: Predicted - Hemigrammus, Actual - Hemigrammus
